iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,88,0.066977,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
1,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,90,0.066097,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
2,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,91,0.060527,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
3,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,95,0.059794,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
4,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,88,0.05776,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
5,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,90,0.065815,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
6,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,89,0.060592,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
7,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,90,0.059977,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
8,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,90,0.062271,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
9,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,86,0.062482,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
10,iDR,False,0.00781799561367913,0.010543036882000001,5,5,100,92,0.060299,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959599, 0.010319, 0.01004, 0.01002, 0.01002]","[4, 10, 25, 27, 30]"
