iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.2457448968375752,0.2457448968375752,0.003887812218,[0.029021 0.020247 0.022503 0.023071 0.059125 0.035762 0.027949 0.042188 0.049075 0.047664 0.035594 0.036393 0.030643 0.030616 0.03617  0.030651 0.025043 0.021802 0.028541 0.036385 0.024616 0.014766 0.041833 0.045856 0.035786 0.049855 0.015221 0.02945  0.016344 0.035624 0.022207],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
1,0.24252669709495595,0.24252669709495595,0.0038609273415,[0.029021  0.020247  0.022503  0.023071  0.059125  0.035762  0.027949  0.042188  0.049075  0.047664  0.035594  0.036393  0.030643  0.030616  0.03617   0.030651  0.025043  0.021802  0.028541  0.0254695 0.024616  0.014766  0.041833  0.045856  0.035786  0.049855  0.015221  0.0403655 0.016344  0.035624  0.022207 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
2,0.2382430050907302,0.2382430050907302,0.0038839061559000003,[0.029021  0.020247  0.022503  0.023071  0.059125  0.035762  0.027949  0.042188  0.049075  0.0333648 0.035594  0.036393  0.030643  0.030616  0.03617   0.030651  0.025043  0.021802  0.028541  0.0254695 0.024616  0.014766  0.041833  0.045856  0.035786  0.0641542 0.015221  0.0403655 0.016344  0.035624  0.022207 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
3,0.23535166746173905,0.23535166746173905,0.004005586303,[0.028515 0.019894 0.022111 0.022669 0.075523 0.035139 0.027462 0.041453 0.04822  0.032783 0.034974 0.035759 0.030109 0.030082 0.03554  0.030117 0.024607 0.021422 0.028044 0.025026 0.024187 0.014509 0.041104 0.045057 0.035162 0.063036 0.014956 0.039662 0.016059 0.035003 0.02182 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
4,0.23185334256400697,0.23185334256400697,0.003984688678,[0.02943  0.020533 0.022821 0.023397 0.077947 0.036267 0.028343 0.042784 0.049768 0.033835 0.036097 0.036907 0.031075 0.031048 0.036681 0.031084 0.025397 0.02211  0.028944 0.025829 0.024963 0.014975 0.010321 0.046503 0.036291 0.065059 0.015436 0.040935 0.016574 0.036127 0.02252 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
5,0.22343949065274765,0.22343949065274765,0.0039278892359999994,[0.02943  0.020533 0.022821 0.023397 0.077947 0.036267 0.028343 0.042784 0.049768 0.033835 0.036097 0.036907 0.031075 0.031048 0.036681 0.031084 0.025397 0.02211  0.028944 0.025829 0.024963 0.010321 0.       0.046503 0.036291 0.065059 0.015436 0.040935 0.016574 0.036127 0.02252 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
6,0.204221869905286,0.204221869905286,0.003838636777,[0.02943  0.020533 0.022821 0.023397 0.077947 0.036267 0.028343 0.042784 0.049768 0.033835 0.036097 0.036907 0.031075 0.031048 0.036681 0.031084 0.025397 0.02211  0.028944 0.025829 0.024963 0.       0.       0.046503 0.010321 0.065059 0.015436 0.040935 0.016574 0.036127 0.02252 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
7,0.18856140759286563,0.18856140759286563,0.003735385553,[0.02943  0.020533 0.022821 0.023397 0.077947 0.036267 0.028343 0.042784 0.049768 0.033835 0.036097 0.036907 0.031075 0.010321 0.036681 0.031084 0.025397 0.02211  0.028944 0.025829 0.024963 0.       0.       0.046503 0.       0.065059 0.015436 0.040935 0.016574 0.036127 0.02252 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
8,0.16828162658008888,0.16828162658008888,0.003537104621,[0.02943  0.020533 0.022821 0.023397 0.077947 0.036267 0.028343 0.010321 0.049768 0.033835 0.036097 0.036907 0.031075 0.       0.036681 0.031084 0.025397 0.02211  0.028944 0.025829 0.024963 0.       0.       0.046503 0.       0.065059 0.015436 0.040935 0.016574 0.036127 0.02252 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
9,0.15894797298483765,0.15894797298483765,0.003456982051,[0.02943  0.020533 0.022821 0.023397 0.077947 0.036267 0.028343 0.       0.049768 0.033835 0.036097 0.036907 0.031075 0.       0.036681 0.031084 0.025397 0.02211  0.028944 0.025829 0.024963 0.       0.       0.046503 0.       0.065059 0.015436 0.040935 0.016574 0.036127 0.010321],[1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1.],500,100,0.3,0.0015,1,31,iDR,52,first
