iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.06717445914239176,0.0105825752956,5,5,100,88,0.062481,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.010077, 0.0100152, 0.01, 0.010015]","[4, 25, 27, 28, 30]"
1,TID,True,0.05123782836287145,0.010560569758,5,5,100,91,0.055071,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.010077, 0.01, 0.010015]","[4, 15, 25, 28, 30]"
2,idID,True,0.03566961649227403,0.010540240894,5,5,100,91,0.053594,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.010078, 0.010001]","[4, 15, 16, 25, 28]"
3,TID,True,0.02364995063854069,0.010510727039999999,5,5,100,94,0.055254,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
4,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,92,0.053821,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
5,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,89,0.053515,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
6,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,88,0.057022,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
7,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,90,0.056398,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
8,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,89,0.057629,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
9,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,90,0.055438,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
10,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,89,0.053407,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
11,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,89,0.052507,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
12,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,91,0.052425,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
13,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,89,0.053502,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
14,iDR,False,0.02364995063854069,0.010510727039999999,5,5,100,87,0.05441,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.95992, 0.010001, 0.010001, 0.01, 0.010001]","[4, 15, 16, 21, 28]"
